subject,actual_living_space,age,employment,gender,justice,political_attitude,relative_justice,treatment,units
11160,300,1995,1,,.60000002,4,10,1,1200
11160,300,1995,1,,.69999999,4,10,1,1400
11160,300,1995,1,,.80000001,4,10,1,1600
11160,300,1995,1,,.89999998,4,10,1,1800
11160,300,1995,1,,1,4,,1,2000
11161,66,1994,1,,0,4,0,1,0
11161,66,1994,1,,0,4,0,1,200
11161,66,1994,1,,0,4,0,1,400
11161,66,1994,1,,0,4,2,1,600
11161,66,1994,1,,.16,4,5,1,800
11161,66,1994,1,,.43000001,4,0,1,1000
11161,66,1994,1,,.56999999,4,6,1,1200
11161,66,1994,1,,.68000001,4,7,1,1400
11161,66,1994,1,,.74000001,4,3,1,1600
11161,66,1994,1,,.86000001,4,2,1,1800
11161,66,1994,1,,1,4,,1,2000
11162,17,1987,2,,0,4,1,1,0
11162,17,1987,2,,.039999999,4,2,1,200
11162,17,1987,2,,.059999999,4,3,1,400
11162,17,1987,2,,.079999998,4,4,1,600
11162,17,1987,2,,.1,4,7,1,800
11162,17,1987,2,,.63,4,8,1,1000
11162,17,1987,2,,.86000001,4,9,1,1200
11162,17,1987,2,,.91000003,4,9,1,1400
11162,17,1987,2,,1,4,9,1,1600
11162,17,1987,2,,1,4,10,1,1800
11162,17,1987,2,,1,4,,1,2000
11163,57,1988,1,,0,5,0,1,0
11163,57,1988,1,,0,5,0,1,200
11163,57,1988,1,,0,5,0,1,400
11163,57,1988,1,,.28,5,0,1,600
11163,57,1988,1,,.69,5,7,1,800
11163,57,1988,1,,.89999998,5,0,1,1000
11163,57,1988,1,,.91000003,5,0,1,1200
11163,57,1988,1,,.92000002,5,0,1,1400
11163,57,1988,1,,.93000001,5,0,1,1600
11163,57,1988,1,,.94,5,0,1,1800
11163,57,1988,1,,1,5,,1,2000
11164,60,1940,1,,0,4,0,1,0
11164,60,1940,1,,0,4,0,1,200
11164,60,1940,1,,0,4,0,1,400
11164,60,1940,1,,0,4,0,1,600
11164,60,1940,1,,.059999999,4,8,1,800
11164,60,1940,1,,.37,4,6,1,1000
11164,60,1940,1,,.5,4,6,1,1200
11164,60,1940,1,,.58999997,4,6,1,1400
11164,60,1940,1,,1,4,6,1,1600
11164,60,1940,1,,.85000002,4,6,1,1800
11164,60,1940,1,,.83999997,4,,1,2000
11165,80,1991,1,,0,3,0,1,0
11165,80,1991,1,,0,3,0,1,200
11165,80,1991,1,,0,3,0,1,400
11165,80,1991,1,,0,3,0,1,600
11165,80,1991,1,,0,3,9,1,800
11165,80,1991,1,,.5,3,6,1,1000
11165,80,1991,1,,.64999998,3,5,1,1200
11165,80,1991,1,,.75,3,4,1,1400
11165,80,1991,1,,1,3,4,1,1600
11165,80,1991,1,,1,3,4,1,1800
11165,80,1991,1,,1,3,,1,2000
11276,65,1986,1,,0,5,0,1,0
11276,65,1986,1,,0,5,0,1,200
11276,65,1986,1,,0,5,0,1,400
11276,65,1986,1,,0,5,0,1,600
11276,65,1986,1,,0,5,10,1,800
11276,65,1986,1,,.5,5,7,1,1000
11276,65,1986,1,,.61000001,5,7,1,1200
11276,65,1986,1,,.70999998,5,7,1,1400
11276,65,1986,1,,.80000001,5,7,1,1600
11276,65,1986,1,,.89999998,5,7,1,1800
11276,65,1986,1,,1,5,,1,2000
11277,53,1985,1,,0,5,0,1,0
11277,53,1985,1,,0,5,0,1,200
11277,53,1985,1,,0,5,0,1,400
11277,53,1985,1,,0,5,0,1,600
11277,53,1985,1,,0,5,10,1,800
11277,53,1985,1,,0,5,10,1,1000
11277,53,1985,1,,0,5,10,1,1200
11277,53,1985,1,,.51999998,5,10,1,1400
11277,53,1985,1,,.72000003,5,10,1,1600
11277,53,1985,1,,.89999998,5,10,1,1800
11277,53,1985,1,,1,5,,1,2000
11278,120,1994,1,,0,4,0,1,0
11278,120,1994,1,,0,4,0,1,200
11278,120,1994,1,,0,4,0,1,400
11278,120,1994,1,,0,4,0,1,600
11278,120,1994,1,,0,4,0,1,800
11278,120,1994,1,,.30000001,4,5,1,1000
11278,120,1994,1,,.5,4,6,1,1200
11278,120,1994,1,,.75999999,4,7,1,1400
11278,120,1994,1,,.82999998,4,8,1,1600
11278,120,1994,1,,.89999998,4,5,1,1800
11278,120,1994,1,,1,4,,1,2000
11279,57,1985,1,,0,9,2,1,0
11279,57,1985,1,,.2,9,3,1,200
11279,57,1985,1,,.40000001,9,4,1,400
11279,57,1985,1,,.60000002,9,5,1,600
11279,57,1985,1,,.80000001,9,10,1,800
11279,57,1985,1,,1,9,0,1,1000
11279,57,1985,1,,.89999998,9,0,1,1200
11279,57,1985,1,,.80000001,9,0,1,1400
11279,57,1985,1,,.69999999,9,0,1,1600
11279,57,1985,1,,.60000002,9,0,1,1800
11279,57,1985,1,,.5,9,,1,2000
11280,120,1992,1,,0,3,5,1,0
11280,120,1992,1,,.2,3,6,1,200
11280,120,1992,1,,.40000001,3,7,1,400
11280,120,1992,1,,.60000002,3,8,1,600
11280,120,1992,1,,.80000001,3,9,1,800
11280,120,1992,1,,1,3,-10,1,1000
11280,120,1992,1,,.80000001,3,0,1,1200
11280,120,1992,1,,.60000002,3,0,1,1400
11280,120,1992,1,,.62,3,0,1,1600
11280,120,1992,1,,.40000001,3,0,1,1800
11280,120,1992,1,,.2,3,,1,2000
11281,,1992,1,,0,3,8,1,0
11281,,1992,1,,.20999999,3,8,1,200
11281,,1992,1,,.37,3,10,1,400
11281,,1992,1,,.46000001,3,10,1,600
11281,,1992,1,,.61000001,3,10,1,800
11281,,1992,1,,.68000001,3,0,1,1000
11281,,1992,1,,.73000002,3,0,1,1200
11281,,1992,1,,.89999998,3,0,1,1400
11281,,1992,1,,.93000001,3,0,1,1600
11281,,1992,1,,.93000001,3,0,1,1800
11281,,1992,1,,1,3,,1,2000
11282,110,1994,1,,0,6,1,1,0
11282,110,1994,1,,.029999999,6,2,1,200
11282,110,1994,1,,.090000004,6,3,1,400
11282,110,1994,1,,.14,6,2,1,600
11282,110,1994,1,,.22,6,6,1,800
11282,110,1994,1,,1,6,7,1,1000
11282,110,1994,1,,1,6,8,1,1200
11282,110,1994,1,,1,6,3,1,1400
11282,110,1994,1,,1,6,3,1,1600
11282,110,1994,1,,1,6,3,1,1800
11282,110,1994,1,,1,6,,1,2000
11283,80,1995,1,,0,4,1,1,0
11283,80,1995,1,,0,4,1,1,200
11283,80,1995,1,,0,4,1,1,400
11283,80,1995,1,,.1,4,1,1,600
11283,80,1995,1,,.2,4,4,1,800
11283,80,1995,1,,.89999998,4,2,1,1000
11283,80,1995,1,,.94999999,4,1,1,1200
11283,80,1995,1,,.94999999,4,2,1,1400
11283,80,1995,1,,.99000001,4,2,1,1600
11283,80,1995,1,,.98000002,4,7,1,1800
11283,80,1995,1,,.95999998,4,,1,2000
11386,70,1992,1,,0,4,0,1,0
11386,70,1992,1,,.11,4,0,1,200
11386,70,1992,1,,.36000001,4,0,1,400
11386,70,1992,1,,.63999999,4,0,1,600
11386,70,1992,1,,.75999999,4,6,1,800
11386,70,1992,1,,1,4,7,1,1000
11386,70,1992,1,,0,4,7,1,1200
11386,70,1992,1,,0,4,0,1,1400
11386,70,1992,1,,0,4,0,1,1600
11386,70,1992,1,,0,4,0,1,1800
11386,70,1992,1,,0,4,,1,2000
11387,20,1993,1,,0,6,0,1,0
11387,20,1993,1,,0,6,0,1,200
11387,20,1993,1,,0,6,0,1,400
11387,20,1993,1,,0,6,0,1,600
11387,20,1993,1,,0,6,10,1,800
11387,20,1993,1,,1,6,0,1,1000
11387,20,1993,1,,1,6,0,1,1200
11387,20,1993,1,,1,6,0,1,1400
11387,20,1993,1,,1,6,0,1,1600
11387,20,1993,1,,1,6,0,1,1800
11387,20,1993,1,,1,6,,1,2000
11388,150,1992,1,,0,5,2,1,0
11388,150,1992,1,,0,5,3,1,200
11388,150,1992,1,,0,5,3,1,400
11388,150,1992,1,,0,5,2,1,600
11388,150,1992,1,,.2,5,4,1,800
11388,150,1992,1,,.69999999,5,5,1,1000
11388,150,1992,1,,.83999997,5,6,1,1200
11388,150,1992,1,,.94999999,5,7,1,1400
11388,150,1992,1,,.99000001,5,8,1,1600
11388,150,1992,1,,.98000002,5,9,1,1800
11388,150,1992,1,,.99000001,5,,1,2000
11389,200,1995,1,,0,7,0,1,0
11389,200,1995,1,,.1,7,0,1,200
11389,200,1995,1,,.2,7,0,1,400
11389,200,1995,1,,.30000001,7,7,1,600
11389,200,1995,1,,.40000001,7,9,1,800
11389,200,1995,1,,.5,7,9,1,1000
11389,200,1995,1,,.60000002,7,9,1,1200
11389,200,1995,1,,.69999999,7,9,1,1400
11389,200,1995,1,,.80000001,7,9,1,1600
11389,200,1995,1,,.89999998,7,9,1,1800
11389,200,1995,1,,1,7,,1,2000
11390,45,1988,5,,0,3,0,1,0
11390,45,1988,5,,0,3,0,1,200
11390,45,1988,5,,0,3,0,1,400
11390,45,1988,5,,0,3,0,1,600
11390,45,1988,5,,0,3,0,1,800
11390,45,1988,5,,0,3,10,1,1000
11390,45,1988,5,,.2,3,10,1,1200
11390,45,1988,5,,.40000001,3,10,1,1400
11390,45,1988,5,,.60000002,3,10,1,1600
11390,45,1988,5,,.80000001,3,10,1,1800
11390,45,1988,5,,1,3,,1,2000
11391,41,1989,1,,.07,3,0,1,0
11391,41,1989,1,,.1,3,0,1,200
11391,41,1989,1,,.33000001,3,2,1,400
11391,41,1989,1,,.56999999,3,4,1,600
11391,41,1989,1,,.75,3,5,1,800
11391,41,1989,1,,.92000002,3,7,1,1000
11391,41,1989,1,,1,3,7,1,1200
11391,41,1989,1,,1,3,7,1,1400
11391,41,1989,1,,1,3,7,1,1600
11391,41,1989,1,,1,3,7,1,1800
11391,41,1989,1,,1,3,,1,2000
11393,1600,1988,1,,0,3,1,1,0
11393,1600,1988,1,,0,3,1,1,200
11393,1600,1988,1,,0,3,2,1,400
11393,1600,1988,1,,0,3,4,1,600
11393,1600,1988,1,,0,3,5,1,800
11393,1600,1988,1,,.1,3,6,1,1000
11393,1600,1988,1,,.2,3,7,1,1200
11393,1600,1988,1,,.40000001,3,7,1,1400
11393,1600,1988,1,,.60000002,3,8,1,1600
11393,1600,1988,1,,.80000001,3,10,1,1800
11393,1600,1988,1,,1,3,,1,2000
11394,20,1994,1,,0,6,7,1,0
11394,20,1994,1,,.11,6,7,1,200
11394,20,1994,1,,.34999999,6,7,1,400
11394,20,1994,1,,.47,6,7,1,600
11394,20,1994,1,,.69,6,6,1,800
11394,20,1994,1,,1,6,-8,1,1000
11394,20,1994,1,,1,6,-8,1,1200
11394,20,1994,1,,.69999999,6,0,1,1400
11394,20,1994,1,,.47999999,6,-8,1,1600
11394,20,1994,1,,.18000001,6,-8,1,1800
11394,20,1994,1,,.15000001,6,,1,2000
11395,45,1994,1,,0,4,0,1,0
11395,45,1994,1,,0,4,0,1,200
11395,45,1994,1,,0,4,0,1,400
11395,45,1994,1,,0,4,0,1,600
11395,45,1994,1,,0,4,10,1,800
11395,45,1994,1,,1,4,10,1,1000
11395,45,1994,1,,1,4,10,1,1200
11395,45,1994,1,,1,4,10,1,1400
11395,45,1994,1,,1,4,10,1,1600
11395,45,1994,1,,1,4,10,1,1800
11395,45,1994,1,,1,4,,1,2000
12152,100,1994,1,1,.5,6,0,1,0
12152,100,1994,1,1,.5,6,0,1,200
12152,100,1994,1,1,.5,6,0,1,400
12152,100,1994,1,1,.5,6,0,1,600
12152,100,1994,1,1,.5,6,5,1,800
12152,100,1994,1,1,1,6,0,1,1000
12152,100,1994,1,1,1,6,0,1,1200
12152,100,1994,1,1,1,6,0,1,1400
12152,100,1994,1,1,1,6,0,1,1600
12152,100,1994,1,1,1,6,0,1,1800
12152,100,1994,1,1,1,6,,1,2000
12154,95,1989,1,1,0,4,0,1,0
12154,95,1989,1,1,0,4,0,1,200
12154,95,1989,1,1,0,4,0,1,400
12154,95,1989,1,1,0,4,0,1,600
12154,95,1989,1,1,0,4,10,1,800
12154,95,1989,1,1,.75,4,10,1,1000
12154,95,1989,1,1,.85000002,4,7,1,1200
12154,95,1989,1,1,.89999998,4,0,1,1400
12154,95,1989,1,1,.89999998,4,0,1,1600
12154,95,1989,1,1,.94999999,4,0,1,1800
12154,95,1989,1,1,1,4,,1,2000
12155,20,1993,1,2,0,5,0,1,0
12155,20,1993,1,2,0,5,0,1,200
12155,20,1993,1,2,0,5,0,1,400
12155,20,1993,1,2,0,5,0,1,600
12155,20,1993,1,2,0,5,10,1,800
12155,20,1993,1,2,.60000002,5,9,1,1000
12155,20,1993,1,2,.69999999,5,9,1,1200
12155,20,1993,1,2,.85000002,5,9,1,1400
12155,20,1993,1,2,.85000002,5,8,1,1600
12155,20,1993,1,2,.89999998,5,6,1,1800
12155,20,1993,1,2,1,5,,1,2000
12156,25,1973,1,1,0,1,0,1,0
12156,25,1973,1,1,0,1,0,1,200
12156,25,1973,1,1,0,1,0,1,400
12156,25,1973,1,1,0,1,0,1,600
12156,25,1973,1,1,0,1,10,1,800
12156,25,1973,1,1,.5,1,8,1,1000
12156,25,1973,1,1,.60000002,1,6,1,1200
12156,25,1973,1,1,.80000001,1,2,1,1400
12156,25,1973,1,1,.94999999,1,0,1,1600
12156,25,1973,1,1,1,1,0,1,1800
12156,25,1973,1,1,1,1,,1,2000
12158,100,1992,1,1,0,8,2,1,0
12158,100,1992,1,1,.14,8,6,1,200
12158,100,1992,1,1,.23,8,-1,1,400
12158,100,1992,1,1,.34999999,8,0,1,600
12158,100,1992,1,1,.5,8,10,1,800
12158,100,1992,1,1,1,8,0,1,1000
12158,100,1992,1,1,1,8,0,1,1200
12158,100,1992,1,1,1,8,0,1,1400
12158,100,1992,1,1,1,8,0,1,1600
12158,100,1992,1,1,1,8,0,1,1800
12158,100,1992,1,1,1,8,,1,2000
12159,80,1993,1,1,0,4,0,1,0
12159,80,1993,1,1,0,4,0,1,200
12159,80,1993,1,1,0,4,0,1,400
12159,80,1993,1,1,0,4,0,1,600
12159,80,1993,1,1,0,4,2,1,800
12159,80,1993,1,1,.5,4,2,1,1000
12159,80,1993,1,1,1,4,2,1,1200
12159,80,1993,1,1,1,4,2,1,1400
12159,80,1993,1,1,1,4,2,1,1600
12159,80,1993,1,1,1,4,2,1,1800
12159,80,1993,1,1,1,4,,1,2000
12160,57,1987,1,2,0,2,0,1,0
12160,57,1987,1,2,0,2,0,1,200
12160,57,1987,1,2,0,2,0,1,400
12160,57,1987,1,2,0,2,0,1,600
12160,57,1987,1,2,.2,2,1,1,800
12160,57,1987,1,2,.5,2,6,1,1000
12160,57,1987,1,2,.5,2,2,1,1200
12160,57,1987,1,2,.85000002,2,5,1,1400
12160,57,1987,1,2,.89999998,2,5,1,1600
12160,57,1987,1,2,1,2,3,1,1800
12160,57,1987,1,2,1,2,,1,2000
12162,46,1981,1,1,0,2,0,1,0
12162,46,1981,1,1,0,2,0,1,200
12162,46,1981,1,1,0,2,0,1,400
12162,46,1981,1,1,0,2,0,1,600
12162,46,1981,1,1,0,2,6,1,800
12162,46,1981,1,1,.5,2,9,1,1000
12162,46,1981,1,1,.60000002,2,9,1,1200
12162,46,1981,1,1,.75,2,9,1,1400
12162,46,1981,1,1,.85000002,2,8,1,1600
12162,46,1981,1,1,.94999999,2,8,1,1800
12162,46,1981,1,1,1,2,,1,2000
12269,93,1991,1,1,0,4,1,1,0
12269,93,1991,1,1,.0099999998,4,0,1,200
12269,93,1991,1,1,.050000001,4,0,1,400
12269,93,1991,1,1,.15000001,4,10,1,600
12269,93,1991,1,1,.5,4,9,1,800
12269,93,1991,1,1,1,4,0,1,1000
12269,93,1991,1,1,.80000001,4,-9,1,1200
12269,93,1991,1,1,.40000001,4,0,1,1400
12269,93,1991,1,1,.2,4,0,1,1600
12269,93,1991,1,1,.15000001,4,0,1,1800
12269,93,1991,1,1,.1,4,,1,2000
12271,75,1989,1,1,0,5,0,1,0
12271,75,1989,1,1,0,5,0,1,200
12271,75,1989,1,1,0,5,0,1,400
12271,75,1989,1,1,0,5,0,1,600
12271,75,1989,1,1,0,5,10,1,800
12271,75,1989,1,1,1,5,9,1,1000
12271,75,1989,1,1,.73000002,5,9,1,1200
12271,75,1989,1,1,.36000001,5,-8,1,1400
12271,75,1989,1,1,.2,5,0,1,1600
12271,75,1989,1,1,0,5,0,1,1800
12271,75,1989,1,1,0,5,,1,2000
12272,36,1991,1,2,0,5,10,1,0
12272,36,1991,1,2,.029999999,5,6,1,200
12272,36,1991,1,2,.090000004,5,7,1,400
12272,36,1991,1,2,.17,5,9,1,600
12272,36,1991,1,2,.37,5,8,1,800
12272,36,1991,1,2,.5,5,2,1,1000
12272,36,1991,1,2,.55000001,5,2,1,1200
12272,36,1991,1,2,.66000003,5,2,1,1400
12272,36,1991,1,2,.75,5,2,1,1600
12272,36,1991,1,2,.86000001,5,2,1,1800
12272,36,1991,1,2,1,5,,1,2000
12273,16.26,1992,1,2,0,3,6,1,0
12273,16.26,1992,1,2,.12,3,6,1,200
12273,16.26,1992,1,2,.17,3,6,1,400
12273,16.26,1992,1,2,.25,3,6,1,600
12273,16.26,1992,1,2,.30000001,3,10,1,800
12273,16.26,1992,1,2,.58999997,3,-8,1,1000
12273,16.26,1992,1,2,.5,3,2,1,1200
12273,16.26,1992,1,2,.55000001,3,4,1,1400
12273,16.26,1992,1,2,.67000002,3,4,1,1600
12273,16.26,1992,1,2,.88999999,3,5,1,1800
12273,16.26,1992,1,2,1,3,,1,2000
12276,65,1995,1,2,0,7,0,1,0
12276,65,1995,1,2,.27000001,7,0,1,200
12276,65,1995,1,2,.31999999,7,0,1,400
12276,65,1995,1,2,.36000001,7,0,1,600
12276,65,1995,1,2,.46000001,7,7,1,800
12276,65,1995,1,2,1,7,0,1,1000
12276,65,1995,1,2,1,7,0,1,1200
12276,65,1995,1,2,1,7,0,1,1400
12276,65,1995,1,2,1,7,0,1,1600
12276,65,1995,1,2,1,7,0,1,1800
12276,65,1995,1,2,1,7,,1,2000
12277,55,1990,1,1,0,4,0,1,0
12277,55,1990,1,1,0,4,0,1,200
12277,55,1990,1,1,0,4,0,1,400
12277,55,1990,1,1,0,4,0,1,600
12277,55,1990,1,1,0,4,6,1,800
12277,55,1990,1,1,1,4,0,1,1000
12277,55,1990,1,1,1,4,0,1,1200
12277,55,1990,1,1,1,4,0,1,1400
12277,55,1990,1,1,1,4,0,1,1600
12277,55,1990,1,1,1,4,2,1,1800
12277,55,1990,1,1,1,4,,1,2000
12278,28,1991,1,1,0,5,0,1,0
12278,28,1991,1,1,0,5,0,1,200
12278,28,1991,1,1,0,5,0,1,400
12278,28,1991,1,1,0,5,5,1,600
12278,28,1991,1,1,.1,5,10,1,800
12278,28,1991,1,1,.5,5,6,1,1000
12278,28,1991,1,1,1,5,-10,1,1200
12278,28,1991,1,1,.69999999,5,-8,1,1400
12278,28,1991,1,1,.40000001,5,-7,1,1600
12278,28,1991,1,1,.30000001,5,-6,1,1800
12278,28,1991,1,1,.2,5,,1,2000
12379,80,1993,1,1,0,5,0,1,0
12379,80,1993,1,1,0,5,0,1,200
12379,80,1993,1,1,0,5,0,1,400
12379,80,1993,1,1,.23999999,5,0,1,600
12379,80,1993,1,1,.36000001,5,7,1,800
12379,80,1993,1,1,.5,5,9,1,1000
12379,80,1993,1,1,.69999999,5,8,1,1200
12379,80,1993,1,1,.75,5,0,1,1400
12379,80,1993,1,1,.87,5,0,1,1600
12379,80,1993,1,1,.87,5,0,1,1800
12379,80,1993,1,1,.92000002,5,,1,2000
12380,70,1987,1,2,0,3,0,1,0
12380,70,1987,1,2,.090000004,3,0,1,200
12380,70,1987,1,2,.2,3,0,1,400
12380,70,1987,1,2,.25999999,3,0,1,600
12380,70,1987,1,2,.64999998,3,0,1,800
12380,70,1987,1,2,1,3,1,1,1000
12380,70,1987,1,2,1,3,3,1,1200
12380,70,1987,1,2,1,3,4,1,1400
12380,70,1987,1,2,1,3,5,1,1600
12380,70,1987,1,2,1,3,6,1,1800
12380,70,1987,1,2,1,3,,1,2000
12381,24,1993,1,2,0,4,0,1,0
12381,24,1993,1,2,0,4,0,1,200
12381,24,1993,1,2,0,4,0,1,400
12381,24,1993,1,2,0,4,10,1,600
12381,24,1993,1,2,0,4,10,1,800
12381,24,1993,1,2,.38999999,4,8,1,1000
12381,24,1993,1,2,.41,4,6,1,1200
12381,24,1993,1,2,.63999999,4,6,1,1400
12381,24,1993,1,2,.89999998,4,6,1,1600
12381,24,1993,1,2,1,4,-6,1,1800
12381,24,1993,1,2,.77999997,4,,1,2000
12382,96,1990,1,2,0,5,0,1,0
12382,96,1990,1,2,.1,5,0,1,200
12382,96,1990,1,2,.2,5,9,1,400
12382,96,1990,1,2,.5,5,8,1,600
12382,96,1990,1,2,.69999999,5,8,1,800
12382,96,1990,1,2,.89999998,5,3,1,1000
12382,96,1990,1,2,1,5,0,1,1200
12382,96,1990,1,2,1,5,0,1,1400
12382,96,1990,1,2,1,5,0,1,1600
12382,96,1990,1,2,1,5,0,1,1800
12382,96,1990,1,2,1,5,,1,2000
12383,80,1990,1,1,0,7,9,1,0
12383,80,1990,1,1,0,7,0,1,200
12383,80,1990,1,1,0,7,0,1,400
12383,80,1990,1,1,.22,7,0,1,600
12383,80,1990,1,1,.33000001,7,10,1,800
12383,80,1990,1,1,1,7,10,1,1000
12383,80,1990,1,1,1,7,0,1,1200
12383,80,1990,1,1,1,7,0,1,1400
12383,80,1990,1,1,1,7,0,1,1600
12383,80,1990,1,1,1,7,1,1,1800
12383,80,1990,1,1,1,7,,1,2000
12384,44,1991,1,,0,3,0,1,0
12384,44,1991,1,,0,3,0,1,200
12384,44,1991,1,,0,3,0,1,400
12384,44,1991,1,,0,3,0,1,600
12384,44,1991,1,,0,3,10,1,800
12384,44,1991,1,,.60000002,3,10,1,1000
12384,44,1991,1,,.64999998,3,9,1,1200
12384,44,1991,1,,.69999999,3,8,1,1400
12384,44,1991,1,,.80000001,3,7,1,1600
12384,44,1991,1,,.89999998,3,6,1,1800
12384,44,1991,1,,1,3,,1,2000
12385,8,1988,1,2,0,6,8,1,0
12385,8,1988,1,2,.1,6,8,1,200
12385,8,1988,1,2,.2,6,8,1,400
12385,8,1988,1,2,.30000001,6,7,1,600
12385,8,1988,1,2,.44999999,6,7,1,800
12385,8,1988,1,2,.69999999,6,7,1,1000
12385,8,1988,1,2,.80000001,6,6,1,1200
12385,8,1988,1,2,.85000002,6,0,1,1400
12385,8,1988,1,2,.89999998,6,0,1,1600
12385,8,1988,1,2,1,6,0,1,1800
12385,8,1988,1,2,1,6,,1,2000
12386,70,1991,1,1,0,2,0,1,0
12386,70,1991,1,1,0,2,0,1,200
12386,70,1991,1,1,0,2,0,1,400
12386,70,1991,1,1,0,2,0,1,600
12386,70,1991,1,1,0,2,0,1,800
12386,70,1991,1,1,.34,2,8,1,1000
12386,70,1991,1,1,.46000001,2,8,1,1200
12386,70,1991,1,1,.66000003,2,6,1,1400
12386,70,1991,1,1,.73000002,2,7,1,1600
12386,70,1991,1,1,.94999999,2,-6,1,1800
12386,70,1991,1,1,.80000001,2,,1,2000
12387,80,1989,1,1,0,3,0,1,0
12387,80,1989,1,1,.090000004,3,0,1,200
12387,80,1989,1,1,.2,3,0,1,400
12387,80,1989,1,1,.38,3,0,1,600
12387,80,1989,1,1,.5,3,10,1,800
12387,80,1989,1,1,1,3,0,1,1000
12387,80,1989,1,1,1,3,0,1,1200
12387,80,1989,1,1,1,3,0,1,1400
12387,80,1989,1,1,1,3,0,1,1600
12387,80,1989,1,1,1,3,0,1,1800
12387,80,1989,1,1,1,3,,1,2000
12388,45,1994,1,1,0,6,0,1,0
12388,45,1994,1,1,0,6,0,1,200
12388,45,1994,1,1,0,6,0,1,400
12388,45,1994,1,1,0,6,9,1,600
12388,45,1994,1,1,.25,6,10,1,800
12388,45,1994,1,1,.69999999,6,5,1,1000
12388,45,1994,1,1,.80000001,6,-9,1,1200
12388,45,1994,1,1,.89999998,6,-9,1,1400
12388,45,1994,1,1,1,6,-9,1,1600
12388,45,1994,1,1,.89999998,6,0,1,1800
12388,45,1994,1,1,.85000002,6,,1,2000
41165,62,1988,1,1,0,9,7,2,0
41165,62,1988,1,1,.1,9,7,2,200
41165,62,1988,1,1,.16,9,7,2,400
41165,62,1988,1,1,.2,9,7,2,600
41165,62,1988,1,1,.27000001,9,7,2,800
41165,62,1988,1,1,.34999999,9,7,2,1000
41165,62,1988,1,1,.36000001,9,7,2,1200
41165,62,1988,1,1,.43000001,9,7,2,1400
41165,62,1988,1,1,.52999997,9,7,2,1600
41165,62,1988,1,1,.64999998,9,7,2,1800
41165,62,1988,1,1,1,9,,2,2000
41168,73,1952,5,2,.0099999998,4,10,2,0
41168,73,1952,5,2,.039999999,4,10,2,200
41168,73,1952,5,2,.16,4,10,2,400
41168,73,1952,5,2,.83999997,4,10,2,600
41168,73,1952,5,2,.87,4,10,2,800
41168,73,1952,5,2,.88,4,10,2,1000
41168,73,1952,5,2,.91000003,4,10,2,1200
41168,73,1952,5,2,.92000002,4,10,2,1400
41168,73,1952,5,2,.94999999,4,10,2,1600
41168,73,1952,5,2,.95999998,4,10,2,1800
41168,73,1952,5,2,1,4,,2,2000
41169,72,1986,1,2,0,6,1,2,0
41169,72,1986,1,2,0,6,1,2,200
41169,72,1986,1,2,0,6,1,2,400
41169,72,1986,1,2,0,6,1,2,600
41169,72,1986,1,2,0,6,2,2,800
41169,72,1986,1,2,.25999999,6,3,2,1000
